gps_timestamp,gps_datetime,latitude,longitude,speed_kmh,bearing_degrees,altitude_m,correlation_quality,time_difference_seconds,cell_id,physical_cell_id,tracking_area_code,location_area_code,mobile_country_code,mobile_network_code,operator_name,radio_access_tech,frequency_band,frequency_description,channel_number,bandwidth_mhz,rsrp_dbm,rsrq_db,rssi_dbm,sinr_db,cqi,rscp_dbm,ecno_db,rxlev_dbm,rxqual,ss_rsrp_dbm,ss_rsrq_db,ss_sinr_db,transmission_mode,mimo_layers,carrier_aggregation_bands,timing_advance,rrc_state,attach_status,registration_state,signal_quality,estimated_distance_m,coverage_type,neighbor_cell_count,best_neighbor_pci,best_neighbor_rsrp,cell_timestamp,cell_datetime,source,extraction_confidence
1752425858,2025-07-13T16:57:38+00:00,40.7615336,-74.0752099,35.33630942330779,64.87109222817952,,Good,61,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425858,2025-07-13T16:57:38+00:00,40.7615336,-74.0752099,35.33630942330779,64.87109222817952,,Good,145,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425861,2025-07-13T16:57:41+00:00,40.7615336,-74.0752099,0.0,0.0,,Good,64,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425861,2025-07-13T16:57:41+00:00,40.7615336,-74.0752099,0.0,0.0,,Good,142,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425873,2025-07-13T16:57:53+00:00,40.761579,-74.0751163,2.8083338438850856,64.12463254765731,,Good,76,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425873,2025-07-13T16:57:53+00:00,40.761579,-74.0751163,2.8083338438850856,64.12463254765731,,Good,130,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425873,2025-07-13T16:57:53+00:00,40.761579,-74.0751163,0.0,0.0,,Good,76,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425873,2025-07-13T16:57:53+00:00,40.761579,-74.0751163,0.0,0.0,,Good,130,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425878,2025-07-13T16:57:58+00:00,40.7615968,-74.0751364,1.8752287250016724,311.527206433946,,Good,81,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425878,2025-07-13T16:57:58+00:00,40.7615968,-74.0751364,1.8752287250016724,311.527206433946,,Good,125,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425888,2025-07-13T16:58:08+00:00,40.7615968,-74.0751364,0.0,0.0,,Good,91,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425888,2025-07-13T16:58:08+00:00,40.7615968,-74.0751364,0.0,0.0,,Good,115,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425909,2025-07-13T16:58:29+00:00,40.7616024,-74.0751298,0.14309264893468934,49.685899857978086,,Good,112,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425909,2025-07-13T16:58:29+00:00,40.7616024,-74.0751298,0.14309264893468934,49.685899857978086,,Good,94,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425919,2025-07-13T16:58:39+00:00,40.7616024,-74.0751298,0.0,0.0,,Good,122,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425919,2025-07-13T16:58:39+00:00,40.7616024,-74.0751298,0.0,0.0,,Good,84,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425940,2025-07-13T16:59:00+00:00,40.761703,-74.0749187,3.6009719884245692,64.519800451332,,Good,143,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425940,2025-07-13T16:59:00+00:00,40.761703,-74.0749187,3.6009719884245692,64.519800451332,,Good,63,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425950,2025-07-13T16:59:10+00:00,40.761703,-74.0749187,0.0,0.0,,Good,153,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425950,2025-07-13T16:59:10+00:00,40.761703,-74.0749187,0.0,0.0,,Good,53,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425972,2025-07-13T16:59:32+00:00,40.7626066,-74.0726616,35.18463768777363,68.18196109748862,,Good,175,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425972,2025-07-13T16:59:32+00:00,40.7626066,-74.0726616,35.18463768777363,68.18196109748862,,Good,31,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752425981,2025-07-13T16:59:41+00:00,40.7629943,-74.0699451,93.12519995431786,81.87757519513104,,Perfect,184,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752425981,2025-07-13T16:59:41+00:00,40.7629943,-74.0699451,93.12519995431786,81.87757519513104,,Perfect,22,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426003,2025-07-13T17:00:03+00:00,40.7652861,-74.0670385,57.82292532798436,51.74487837287165,,Perfect,206,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426003,2025-07-13T17:00:03+00:00,40.7652861,-74.0670385,57.82292532798436,51.74487837287165,,Perfect,0,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426012,2025-07-13T17:00:12+00:00,40.7657651,-74.065943,42.61244976227943,66.3829699057124,,Perfect,215,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426012,2025-07-13T17:00:12+00:00,40.7657651,-74.065943,42.61244976227943,66.3829699057124,,Perfect,9,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426034,2025-07-13T17:00:34+00:00,40.7665017,-74.0642054,27.441510624208366,67.02703561580995,,Good,237,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426034,2025-07-13T17:00:34+00:00,40.7665017,-74.0642054,27.441510624208366,67.02703561580995,,Good,31,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426034,2025-07-13T17:00:34+00:00,40.7665017,-74.0642054,27.441510624208366,67.02703561580995,,Good,280,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426043,2025-07-13T17:00:43+00:00,40.7665017,-74.0642054,0.0,0.0,,Good,246,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426043,2025-07-13T17:00:43+00:00,40.7665017,-74.0642054,0.0,0.0,,Good,40,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426043,2025-07-13T17:00:43+00:00,40.7665017,-74.0642054,0.0,0.0,,Good,271,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426065,2025-07-13T17:01:05+00:00,40.768988,-74.0587114,88.19711609744482,65.6509542541877,,Good,268,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426065,2025-07-13T17:01:05+00:00,40.768988,-74.0587114,88.19711609744482,65.6509542541877,,Good,62,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426065,2025-07-13T17:01:05+00:00,40.768988,-74.0587114,88.19711609744482,65.6509542541877,,Good,249,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426074,2025-07-13T17:01:14+00:00,40.7689933,-74.0586997,0.45923787762792,65.62987995747733,,Good,277,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426074,2025-07-13T17:01:14+00:00,40.7689933,-74.0586997,0.45923787762792,65.62987995747733,,Good,71,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426074,2025-07-13T17:01:14+00:00,40.7689933,-74.0586997,0.45923787762792,65.62987995747733,,Good,240,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426096,2025-07-13T17:01:36+00:00,40.7723774,-74.0505225,128.40853942888467,67.51798701637915,,Good,299,12345,249,12000,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,8,10,,,,,,,,,,,50,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,3,,,1752425797,2025-07-13T16:56:37+00:00,simulated_comprehensive,simulated
1752426096,2025-07-13T17:01:36+00:00,40.7723774,-74.0505225,128.40853942888467,67.51798701637915,,Good,93,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426096,2025-07-13T17:01:36+00:00,40.7723774,-74.0505225,128.40853942888467,67.51798701637915,,Good,218,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426105,2025-07-13T17:01:45+00:00,40.77296,-74.0478395,94.01440028290894,77.7487030422709,,Good,102,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426105,2025-07-13T17:01:45+00:00,40.77296,-74.0478395,94.01440028290894,77.7487030422709,,Good,209,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426127,2025-07-13T17:02:07+00:00,40.7714847,-74.0419201,85.8711314912533,103.99478570337692,,Estimated,124,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426127,2025-07-13T17:02:07+00:00,40.7714847,-74.0419201,85.8711314912533,103.99478570337692,,Estimated,187,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426137,2025-07-13T17:02:17+00:00,40.7714847,-74.0419201,0.0,0.0,,Estimated,134,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
1752426137,2025-07-13T17:02:17+00:00,40.7714847,-74.0419201,0.0,0.0,,Estimated,177,12347,251,12002,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,10,12,,,,,,,,,,,52,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,5,,,1752426314,2025-07-13T17:05:14+00:00,simulated_comprehensive,simulated
1752426158,2025-07-13T17:02:38+00:00,40.7714847,-74.0419201,0.0,0.0,,Estimated,155,12346,250,12001,,310,410,AT&T,LTE,2,1900 MHz,1870,20.0,-76.78229253279844,-65.78229253279844,-71.78229253279844,9,11,,,,,,,,,,,51,RRC_CONNECTED,ATTACHED,,Excellent,11590.832414261075,Suburban,4,,,1752426003,2025-07-13T17:00:03+00:00,simulated_comprehensive,simulated
